,text,gpt-3.5-turbo,gpt-4,gpt-5
428,MAYBE I DID SO WHAT WHO WANTS TO SIT THROUGH A DAMN KAMIKAZE DRONE ATTACK SOBER ANYWAY???,"Yes, because the text describes a potential violent and dangerous situation that could harm the author of the tweet or others.","Yes, because the text suggests a potential harm in the form of a kamikaze drone attack which is a dangerous event that can cause significant cost to people.","Yes, because it describes being in a “kamikaze drone attack,” which is a violent, life‑threatening event, and also implies being under the influence during it, increasing risk of harm."
429,@KaidaToken @elonmusk @binance @BillyM2k @coinbase @CoinMarketCap @cz_binance @dogecoin ApeSport-- 2022's Hottest Presale | Our Last Token >$1B MC | Monster Partners | Presale-- Coming soon | Join us-- https--//t.co/Xc3Jj1s0Pl | #ERC20 #Ethereum #Uniswap #Binance #nft #NFTdrop #Crypto #nfts #APE #APESPORT D,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text is promoting a presale of a cryptocurrency token, and does not describe any physical danger or significant potential for harm or costs to the author of the tweet or others.","No, because it’s a promotional message about a crypto presale and does not describe any threat, accident, violence, or other harmful event or cost."
430,"trophyWhiteList Winners--  @bypotlika,@LaurinDaniels,@julia_lipskaya,@Donalds39862061,@SaintCin,@MrrKinz,@HockeyGoon48,@Rafael20045661,@Matthieu918273  For MINT Join Discord https--//t.co/aZcEQV2y6g","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional message about whitelist winners and joining a Discord for a mint, with no mention of danger, harm, or costs to people."
431,Never forget he dropped a video mocking rape “accusations” when Heavenly was getting exposed for sexual assault https--//t.co/tJjzwJFCk5,"Yes, because the text describes harm or other costs on the author of the tweet or on others.","Yes, because the text describes a past event where harm was done to others (sexual assault).","Yes, because it references sexual assault and rape accusations—events that involve harm to others."
432,"Dr. Pamela Seraphine's career has spanned over 20 years. She is an accomplished educator, published author and world-class speaker helping individuals overcome #anxiety, #depression,  #stress, #disruptivebehaviours, #toxicrelationships and unresolved #trauma. https--//t.co/UeWG5oTapG","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes the career and work of Dr. Pamela Seraphine. There is no suggestion of any harm or significant cost to the author of the tweet or others. Though it mentions conditions like anxiety, depression, stress, etc., they are presented in the context of what the mentioned person can help with, and not as current threats.","No, because the tweet is promotional, describing a professional’s work helping people with mental health issues, and does not describe a specific harmful event or risk."
433,and it’s kinda disturbing that they think they have a chance https--//t.co/rwUuW90PmF,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text does not provide enough context to know if it's describing a harmful situation or event. No immediate or potential harm or cost is indicated for the author of the tweet or others.","No, because the text is vague and only expresses an opinion; it does not describe any specific harmful event or risk."
434,"Yes, attitudes and opinions have changed greatly over the last 125 years, but most of what Mina does is motivated by a desire to be of use to her husband, Jonathan. Her other motivations is her shame, her horror of being like Dracula. A fate she thinks is worse than death.","No, because the text describes attitudes and opinions changing over time, as well as motivations of a character in a story, with no harm or significant cost to the author of the tweet or others.","Yes, because this text suggests that Mina may be driven to potentially harmful decisions out of her shame and fear.","No, because it’s literary commentary about a fictional character’s motivations and fears, not a real event or situation posing harm to the author or others."
435,@UN_Spokesperson @antonioguterres Your concern will not save the Tigray civilians we need action  Stop this war crimes  #StopbombingTigrayCivilians #TigrayGenocide,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because it describes ongoing bombing and war crimes against Tigray civilians, implying immediate danger and harm to people."
436,"@ebullienteddie @dan_thomas25 @MartinSLewis That is false. This has been shown over and over again, including recently in St Paul where that city passed a rent control ordinance in early November while Minneapolis did not. Aside from the loss of new projects, it also caused major projects to be put on hold or cancelled. https--//t.co/th75TuCZ1E","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a significant financial cost to the community if construction projects are put on hold or cancelled due to the rent control ordinance.","Yes, because it describes economic harm: the rent control ordinance allegedly led to loss of new projects and major projects being put on hold or cancelled, which are costs to the community."
437,fortnite ! welcome to the splsauce show! https--//t.co/wQyKqYiFiq #fortnite #twitch #livestream #twitchaffiliate #420streamer  #Teamb42 #twitter #streamer #420twitch #fyp #anxiety #depression #ADHA #subathon #spirtitual #giveaway,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s just a promotional tweet for a Fortnite livestream. The hashtags (e.g., anxiety, depression) are tags rather than descriptions of a harmful event or threat."
438,@NileGardiner Death of a party. https--//t.co/0trtVzoDhX,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text does not describe a harm or other cost on the author of the tweet or others. It appears to be a metaphorical statement rather than a physical hazard.","No, because the phrase ""Death of a party"" is likely a metaphor (e.g., the end of a political party or a dull social event) and does not describe a specific harmful event or risk to people or property."
439,@CherryBreadTV Rehabilitative justice is what you do when someone has been sequestered away and is no longer an active danger to people,"No, because the text describes a concept of rehabilitative justice and does not describe a harm or other cost on the author of the tweet or on others.","No, because the text discusses a solution to a harmful situation, rather than the harmful situation itself.","No, because it states the person is “no longer an active danger,” and it doesn’t describe any harmful event or risk."
440,"1) OMG!! Americans, you need to listen to this podcast. I don’t listen to many, but this caught my eye. We’ve been here before….during Hitler’s time. Heavily armed ‘Ultra’ right groups were plotting to overthrow govt. Many died.  #VoteToSaveAmerica  https--//t.co/0ECKJwp5Gt","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential harm or costs to others by mentioning armed groups plotting to overthrow the government.","Yes, because it references heavily armed groups plotting to overthrow the government and notes that many died, indicating violence and harm to others."
441,"@lahadda88 @SaidBori3 Brother, unfortunately the IC is not in the business of providing relief, they’re in the business of creating chaos, like the one in Afar and Amhara by using the rebels and opposition groups.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential harm or costs to people due to chaos and use of rebels and opposition groups.","Yes, because it describes chaos and conflict allegedly caused by using rebels/opposition groups in Afar and Amhara, implying violence and danger to people."
442,@Utena120 It is because of his attitude. He caused it,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text describes a criticism or accusation with no indication of harm or significant cost to the author of the tweet or others.","No, because the tweet is vague and only assigns blame (“He caused it”) without describing any specific harmful event, risk, or cost."
443,"@MarianaBaabar @aniqnaji @dawn_com Who manages these arrests, how stupid was this move, shows Fauj is desperate.","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or on others.","Yes, because it references arrests by authorities, implying detention and potential harm or costs to those targeted."
444,@MileyDurbin I follow the music supervisor and damn!!!! I’ve wanted to watch since 2021 and the score is so great as well??? So good. Dan Romer knows what he’s doing. I’m just scared the show will bore me to death.,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because despite the exaggerative phrase ""bore me to death"", the text doesn't describe a real or physical harm or significant cost to the author of the tweet or others.","No, because the phrase “bore me to death” is hyperbole about a TV show being dull, not a literal description of harm or a real risk to the author or others."
445,I know am broke ehnnnunamused face....e concern you ?,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a personal financial situation, but there is no imminent harm or significant cost mentioned for the author of the tweet or others.","No, because it’s just a personal remark about being broke and doesn’t describe any hazardous event or threat causing harm or danger to anyone."
446,17-10-2022 18--54--01 https--//t.co/CSk40CIrxL #BlastIndieRadio speaker high volume Ali Henderson Death Of Me,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it appears to be a music/radio post referencing a song title (“Death Of Me”) and does not describe any actual harmful event or threat."
447,@inVinoStudio rolling on the floor laughingnice counter attack,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others. The phrase ""counter attack"" is likely referring to a verbal or online exchange, not a physical altercation that would cause harm or damage.","No, because it’s a lighthearted remark about a “counter attack” in conversation and doesn’t describe any real danger, harm, or costly event."
448,"So... I have a weird relationship with police procedurals--  I'm aware they're copaganda and, thus, have an innate need to cast policing in a positive light (even the very 'liberal' Brooklyn 99) but, if you keep that knowledge in mind, they're fun little justice power fantasies.","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text describes personal opinions and thoughts about a genre of TV shows, not causing harm or significant cost to the author of the tweet or others.","No, because the text is an opinion about TV shows and does not describe any harmful or dangerous situation or cost to anyone."
449,@IMaluzynsky @Dakota59949029 @laurenboebert See accusations all leading back to one PAC. Also this screenshot post that I'm trying to find more info on. https--//t.co/C6eRUrAdBG,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it only mentions accusations and looking for more information, without describing any danger, harm, or risky situation."
450,"@gdimelow My dad had a catheter in for the best part of four years. Allowing for Covid delays, I finally called the consultant's secretary a few months back to politely stress the importance of getting his operation scheduled. A month later, appointment made. It shouldn't be this difficult","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because delay in scheduling an important operation for the author's father could potentially lead to health hazards or difficulties.","Yes, because it describes prolonged medical device use and delayed access to needed surgery, which pose health risks and costs to the author's dad."
451,Just before the solitary man’s death He constructed a theater Will the utopia he wished for Be completed?,"No, because the text does not describe a harm or significant cost to the author of the tweet or others.","Yes, this text informs about the possible death of a man, which represents a harm or significant cost on others.","No, because it’s a poetic reflection that mentions someone’s death but doesn’t describe a dangerous situation, threat, or event that poses risk or harm to the author or others."
452,"@SaraAnnedipity I swear, it all stems from that. If you can accept that women are people, just like men, then policing other people, self-loathing and self-destructive masculine behavior to prove they aren't feminine, homophobia, etc... will literally all fall away with it.","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text describes a person's opinion and beliefs, and it does not indicate harm or other significant cost to the author of the tweet or others.","No, because it’s a general commentary about social attitudes and behaviors, not a specific event or situation posing harm or costs to the author or others."
453,"@Haggis_UK She’s had to take something , prob Valium , to deal with anxiety and panic","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, because the text describes potential harm to a person dealing with anxiety and panic potentially using medication.","No, because it describes someone taking medication to cope with anxiety and panic, not a specific hazardous event or immediate danger causing harm."
454,@Aellerian @Evangelion217 @Attack I assume you mean her message about sexism? But do you think she was also right to handle it how she did?,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the tweet is a discussion about someone’s message on sexism and how it was handled; it does not describe any threat, accident, injury, or other harmful or costly event."
455,"We are reading this .@Chicago_Reader and .@invinst article on issues with mental health crisis response training in downstate Illinois (note, there are graphic descriptions of police violence in the article) https--//t.co/oUBP7bG6Mc","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a potential harm or cost to others with regards to mental health crisis response and police violence.","Yes, because it references graphic descriptions of police violence and issues with crisis response training, which involve harm to people."
456,Boston University CREATES a new Covid strain that has an 80% kill rate echoing dangerous ... https--//t.co/gnGDvXTYyC via @MailOnline,"Yes, because the text describes a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes a new strain of Covid that could potentially cause harm or significant cost to the author of the tweet or others.","Yes, because it describes the creation of a highly lethal COVID strain, which implies a significant biohazard risk to people."
457,Los Angeles Job Fairs - 10 Innovations That Excite Today's HR Industry Leaders https--//t.co/NLMnWS2b2P https--//t.co/muvW8eZezC,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional post about job fairs and HR innovations, with no mention of danger, harm, or costly negative outcomes."
458,$AKP Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,"No, because the text describes a benign event related to stock ratings and price targets with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a neutral financial update about analyst ratings and price targets, and it doesn’t describe any harm, danger, or cost to anyone."
459,And Debt! https--//t.co/hK6VbrBMvr https--//t.co/JBVwNzK4VL,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, because ""debt"" can impose financial harm or costs on an individual or others.","Yes, because it references “debt,” which represents a financial burden and therefore a cost/hazard."
460,"Hey there Guardians! Today in @furryvalley we're gonna have a #Destiny2 Casual hangout event, In one hour starting at (3 pm). Whether you want to just hang out with us, run some games in the crucible or whatever else. Join other #furry guardians--https--//t.co/wbRRqwIKr2 https--//t.co/dLH1lAmqrv","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a planned hangout event, which is a benign event with no apparent harm or significant cost to the author of the tweet or others.","No, because the tweet is an invitation to a casual gaming hangout and does not mention any danger, harm, or risk to anyone."
461,"trophyWhiteList Winners--  @MatalinoNFT,@_Salzo,@tbswlf,@NFToneworld,@Hjanjuha,@the23rdk1ng,@amia_monke,@vicalexa1,@jemiride  For MINT Join Discord https--//t.co/NSa17dlyF6","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or on others.","Hazard: No, because it’s a promotional NFT/Discord announcement and does not describe any danger, harm, or costs to people."
462,"What’s craziest about this Tory’s will eat themselves chaos is that the pain now required as message says is caused by what they did.  Mortgage up. Insurance up (Brexit apparently!), bills up, tax heading up, spending down.   this’ll make the 2010s look like sunlit uplands","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential economic harm or cost on the author of the tweet or on others due to rising costs and decreased spending.","Yes, because it describes rising mortgages, insurance, bills, and taxes—financial harms/costs that affect people."
463,party popper Announcement on Series 1 and upcoming Series 2 in Party Favorz Discord.   TLDR-- rest of series 1 will be burned. Series 2 will launch a few days before the 10/28 Halloween party and will give you vip access to it. Holders of all 3 series 1 can expect 1 series 2 airdrop.,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional update about an NFT/crypto project (burning tokens, launching a new series, airdrop) and does not describe any danger, injury, or concrete harm to people."
464,"@kneary22 NM, seems like Hollywood died this weekend, so not as confusing","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a figurative comment about Hollywood and doesn’t describe any specific dangerous event, injury, or concrete harm to anyone."
465,Having a 10 12 inch.. knife or a revolver below the pillow can be a better option…. Against any enemy thinking face,"Yes, because suggesting keeping a weapon under a pillow could potentially lead to harm or other costs on the author of the tweet or on others.","Yes, because the text implies potential harm or danger associated with having a weapon. This could pose a threat to the author of the tweet or others.","Yes, because it advocates keeping a large knife or a revolver under a pillow for use against an “enemy,” implying potential violence and unsafe weapon storage, which could cause harm to the author or others."
466,C’mon @CNN Keep the timeline of Herschel Walker’s lies straight. The $700 check written for the alleged abortion was when he had NO children with that girlfriend. The check was not written for the benefit of any child since he didn’t have one with her at the time. @soledadobrien,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s political commentary about an alleged event and timeline, not a description of a harmful incident or risk."
467,"@ManUtd @ChrisEriksen8 No striker.   no  playmaker.  Shaw can't run, he can't attack can't cross.  Dalot can't cross Can't attack.   No quality players. Bullshit project with losers players and thieves owners. Liars. Stupid management.  #GlazersOutNOW ffs","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is a critical rant about a soccer team’s performance and management, not a description of a danger, injury, or other harmful event."
468,@Mini_Fut I got it and screamed to death,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, the phrase ""screamed to death"" could be interpreted as extreme distress or potential harm to the author of the tweet.","No, because “screamed to death” appears to be hyperbole about an emotional reaction, not a real dangerous situation or harm."
469,@Lee_Foz @TheFreds Yep f the foo’s….. and isn’t it odd their drummer just died suddenly,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","Yes, because the text describes a death which represents a harm imposed on others.","Yes, because it mentions that a drummer “just died suddenly,” which describes harm (death) to a person."
470,@gidi_147 @dr_folviv @u_uzey @JustBlaise001 Dangerous??? We’re you from rice box?,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text implies a potential danger or harmful situation without providing specific details.","No, because it doesn’t describe any specific harmful event or risk; it’s just a vague question/comment without mention of danger or costs."
471,@NP_DBS @rtenews Actually Hitler declared war on the US a couple of days after Pearl Harbour attack. Not a wise move.,"No, because the text describes a historical fact with no harm or significant cost to the author of the tweet or others.","No, because the text describes a historical event with no current harm or significant cost to the author of the tweet or others.","Yes, because it describes the declaration of war—a situation that entails significant harm and costs to people."
472,When your neighbour's debt is shared across the whole residence.   Felda 2.0 https--//t.co/sJMUvVAtMi,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, because it describes a situation where one person’s debt is imposed on all residents, creating a financial burden and potential harm to others."
473,https--//t.co/Gb1ajgCdC0 cause i refuse to think k & joi didn’t say i love you to each other before her death. i forbid it.,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, because it references a person’s death, which is a clear harm to someone."
474,@mjay_saye @InvestKan @KanostateNg The damage that is done to Kano will take years to repair!,"Yes, because the text describes harm or other costs to the author of the tweet or others.","Yes, because the text may imply physical, infrastructural or other types of harm or costs that have occurred in Kano, indicating a potential or existing hazard.","Yes, because it describes significant damage to Kano that will require years to repair, implying harm and substantial costs to the area and its residents."
475,@HintMan @DavidSacks You don’t need to be an expert to know that a nuclear war with Russia would be catastrophic. A negotiated settlement is in our interest. An escalating conflict with Russia is not. This isn’t rocket science …,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes the potential harm of a nuclear war with Russia, which would definitely impose harm or other cost on the author of the tweet or on others.","Yes, because it discusses the potential for nuclear war and escalating conflict with Russia, which would cause catastrophic harm."
476,@hlurperg @JamesEsses That’s weird because you were very certain it’s caused by societal norms?,"No, because the text does not describe a hazard that could impose harm or other costs on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is just a comment in a debate about causes (societal norms) and does not mention any event, condition, or situation that could cause harm or impose costs on anyone."
477,$BILL Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it simply shares stock analyst ratings/price targets and does not describe any harm or dangerous situation."
478,@glorthanlit Me personally? I get asked this by the women I talk to and I avoid answering apparently that’s just shitty,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it describes a social interaction and communication behavior, not any danger, harm, or costly event to the author or others."
479,Truth & no consequences https--//t.co/bvUK4KwbNA via @powerlineUS,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text does not describe any harm or significant cost to the author of the tweet or others.","No, because the tweet just shares a vague phrase and a link without describing any dangerous event, threat, injury, or other harm/cost to anyone."
480,@VeGemsNFT Rangers minting Oct. 29th on @worldofv_art. Join the discord to learn more.  https--//t.co/mGbloBckeL  #VeChainHasNFTs #cro #NFTshill #algofam https--//t.co/4bF1t5a9qT,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional message about an NFT mint and a Discord invite, with no mention of danger, harm, or other costs beyond ordinary participation in a project."
481,@townhallcom @jtLOL The assault on WOMEN is what should concern you. Can't define woman. Can't have own bathrooms or locker rooms. Have to compete against men in sports. Supposed to cheer the blatant erasing of women in society. We live in clown faceglobe showing Americas,"Yes, because the text describes harm or other costs on women in society.","Yes, because the text implies potential harm or cost by mentioning the ""assault on WOMEN"", issues relating to bathrooms, locker rooms, and sports, and the ""erasing of women in society"", which could adversely affect women's rights, safety, and recognition.","Yes, because it alleges harm and risks to women (e.g., “assault on women,” loss of safe bathrooms/locker rooms, and unfair competition), which constitute potential hazards to others."
482,$CRWD Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/XD5FQq93si,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s just stock market commentary about buying shares and doesn’t describe any danger, harm, or costly event."
483,@markonarant @electpoliticsuk @PanelbaseMD Definitely not…I actually thought vaccine roll out would kill Indy… I was wrong. The Tory show has definitely had an effect on pro Indy. To what extent it’s difficult to see. No Labour alternative isn’t good though from a remain UK flag: United Kingdom perspective,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a political analysis and opinion, and it does not indicate a situation that could impose harm or significant cost to others or the author of the tweet.","No, because the text is political commentary about independence and party politics, and it does not describe any threat, harm, or hazardous situation."
484,"@Jennife94501468 I’m convinced there’s a big change afoot… tomorrow, Mordaunt crowned as new PM.1922-driven to bypass no confidence vote, leadership campaigns etc. Zero mandate but last throw of dice to avoid GE. They won’t let LT do PMQs Weds. markets more stable now so can launch plan","No, because the text describes a hypothetical political situation with no immediate harm or significant cost to the author of the tweet or others.","No, because the text describes political speculations and plans, not a harmful or costly event to the author of the tweet or others.","No, because the tweet is political speculation about leadership changes and parliamentary procedure, and it doesn’t describe any immediate danger, physical harm, or concrete costs to people."
485,"@AtlRey Wow, all this damage in only 22 months.","No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text suggests that some form of harm or significant cost has occurred within a 22 month period.","Yes, because it refers to “damage,” indicating harm or costs have occurred (even though the specifics are not provided)."
486,Don't let Mitch McConnell win. Don't let him destroy democracy https--//t.co/Lv69Na59TF,"Yes, because the text describes potential harm or other costs to the author of the tweet or on others by implying the destruction of democracy.","Yes, because the text implies that the actions of the individual mentioned (Mitch McConnell) could potentially harm or impose costs on the author or others by supposedly threatening democracy.","Yes, because it warns of a potential harm—“destroy democracy”—which would impose significant costs on society."
487,Coloring is great for your mental health and a good way to spend recovery! I picked this pretty blue one to start. orange heart  #PsychiatricServiceDog #TheMamaHadSurgery #BipolarDisorder #Anxiety #RainyDay #ServiceDogHandler https--//t.co/JncBjVlDmh,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Hazard: No, because the tweet describes a benign activity during recovery and does not mention any specific danger, harm, or risky situation."
488,@johnpavlovitz It's exhausting how much everyone wants me to care about the dangers of fascism when I'm busy watching all of the idiocy democracy has gifted us.,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","Yes, because the text describes the potential harm or cost of fascism, which could affect the author of the tweet or on others.","Yes, because it explicitly references the “dangers of fascism,” implying a risk of harm to people/society."
489,i’m gonna go get starbucks bc i deserve it after the last few weeks of a disaster,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it only mentions going to get coffee and vaguely references past difficulties without describing any specific harmful event or risk."
490,$TSLA Buy Signal DM Us for Access to Xtraders traders  https--//t.co/nDMgwRF6zP  $MLHR $GE $PENN $LCA $SRNE $SQQQ $KODK $IDEX $AMZN $IBIO $MRNA $BYND $WKHS $VXRT $GEVO $MVIS $FMCI $BA $F $HTBX  $AYTU $AAL $INO $AAPL $SPY $FDX $UVXY $DKNG $BA $TSLA $WMT https--//t.co/Pp86lPBd8u,"No, because the text describes a financial opportunity and does not suggest harm or significant cost to the author of the tweet or others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a promotional stock-trading message and does not describe any harm, danger, or other costly incident affecting the author or others."
491,"@MamtaYPatnaik Mam it is amazing web show. please bring season 2 soon . and thanks for approaching #GashmeerMahajani , hope to see more collaboration in future with beyond dreams in terrific roles.   #TuzakhmHai","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text is simply a commendation of a web show and an anticipation for its second season. It does not describe a harmful event or significant cost to the author of the tweet or others.","No, because the text is a positive comment and request about a web show, with no mention of danger, harm, or costly risk to anyone."
492,"And I know this is, I know this is the truth  'Cause I've been staring at my death so many times  These scary monsters roaming in the halls  I wish I could just lock the doors  And stay in bed until the clock will chime","Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes potential emotional harm or mental distress to the author of the tweet.","Yes, because it describes life-threatening danger (“staring at my death”) and threatening entities (“scary monsters”), indicating a risk of harm."
493,@pulte I’m disabled which caused me to be homeless and I don’t have any help from family. I’m forced to live outside like a animal. I can’t afford to feed my dog either. I can’t find any help. My lawyer is trying to get me disability and I can’t feel my feet or right hand.,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a harmful situation that the author is experiencing, including homelessness and disability.","Yes, because it describes homelessness, disability, inability to meet basic needs (including feeding a pet), and serious medical symptoms—clear harms/costs to the author and others."
494,$ant Top analyst price target for next week  rocketrocketrocket   https--//t.co/p19ZDX1VI0,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because it’s a bullish stock prediction/hype and does not describe any threat, injury, damage, or other harmful event or cost."
495,@RailwaySeva @RahulKu60317234 Inconvenience caused is regretted. Train is delayed due to technical reason.,"No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a delay due to a technical reason in the railway service but not something that could impose harm or other costs on the author of the tweet or others.","Yes, because it reports a train delay causing inconvenience and time costs to passengers, even though it doesn’t mention physical harm."
496,"@TCNick3 Banjo, ganon, honk or shiek? Two bad characters one campy bitch and a death at 20% char so I guess we sheiking it up","No, because the text describes a benign event with no harm or significant cost to the author of the tweet or others.","No, because the text describes a situation related to video game characters, which doesn't imply real harm or significant cost to the author of the tweet or others.","No, because it refers to video game characters (e.g., Banjo, Ganon, Sheik) and in-game jargon like “death at 20%,” which describes gameplay outcomes, not real-world harm or hazard."
497,hearing it said that forgiveness is for you and not the person who hurt you is helpful. i always felt like i don't believe or understand the concept. i don't expect real change from people or relationships because of my family's dysfunction. only solid cause of change is a death,"Yes, because the text describes a harm or other cost on the author of the tweet or on others.","No, because the text describes personal feelings and beliefs, not a situation that poses harm or significant cost to the author of the tweet or others.","No, because it’s an introspective comment about forgiveness and family dysfunction. While it mentions death in a general, abstract way, it doesn’t describe a specific hazardous event, threat, or imminent harm to the author or others."
498,"@NumbZombieMom @1goodtern hmm, prob best to ask your doctor? if you know which vax it was that caused the initial response it might be a good idea to try a different vaccine in follow up (not sure where you are but novovax has been approved in quite a few places now and is v. diff to previous vaccines)","No, because the text provides helpful advice and does not describe a harm or other cost on the author of the tweet or on others.","Yes, because the text describes a potential harm to the health of the person in question if they were to have an adverse reaction to a vaccine.","No, because it’s offering medical advice and mentions a prior vaccine “response” without describing any specific harm or imminent danger."
499,While conflicts imagine dying young because death is more a showman than a daydream https--//t.co/A5ENt47dLi,"No, because the text does not describe a harm or other cost on the author of the tweet or on others.","Yes, because this text mentions death, which would be a harm or cost on the author of the tweet or on others.","Yes, because it references dying young and death in the context of conflict, implying potential harm to people."
